name,name_hiragana,name_romaji,latitude,longitude,group_code,operator_name
千丁,せんちょう,senchou,32.53262,130.64569,009867,九州旅客鉄道
玉名,たまな,tamana,32.92598,130.5487,009654,九州旅客鉄道
銀水,ぎんすい,ginsui,33.05491,130.46091,009600,九州旅客鉄道
西里,にしざと,nishizato,32.85458,130.70016,009690,九州旅客鉄道
大牟田,おおむた,oomuta,33.02977,130.44377,009609,九州旅客鉄道
八代,やつしろ,yatsushiro,32.50463,130.62074,009872,九州旅客鉄道
鹿児島,かごしま,kagoshima,31.60228,130.56438,010031,九州旅客鉄道
東市来,ひがしいちき,higashiichiki,31.655,130.34789,010024,九州旅客鉄道
市来,いちき,ichiki,31.68993,130.30292,010021,九州旅客鉄道
木場茶屋,こばんちゃや,kobannchaya,31.76612,130.30807,009997,九州旅客鉄道
串木野,くしきの,kushikino,31.72184,130.27443,010015,九州旅客鉄道
薩摩松元,さつままつもと,satsumamatsumoto,31.60538,130.43885,010029,九州旅客鉄道
湯之元,ゆのもと,yunomoto,31.67392,130.33681,010023,九州旅客鉄道
上伊集院,かみいじゅういん,kamiijuuin,31.59416,130.45883,010038,九州旅客鉄道
伊集院,いじゅういん,ijuuin,31.63016,130.39581,010027,九州旅客鉄道
隈之城,くまのじょう,kumanojou,31.79258,130.30708,009991,九州旅客鉄道
原町,はるまち,harumachi,33.61186,130.47121,008998,九州旅客鉄道
篠栗,ささぐり,sasaguri,33.62393,130.52405,008976,九州旅客鉄道
筑前山手,ちくぜんやまて,chikuzenyamate,33.6222,130.55722,008979,九州旅客鉄道
九郎原,くろうばる,kuroubaru,33.59242,130.61243,009023,九州旅客鉄道
筑前大分,ちくぜんだいぶ,chikuzenndaibu,33.59015,130.62984,009027,九州旅客鉄道
柚須,ゆす,yusu,33.61333,130.44416,008994,九州旅客鉄道
城戸南蔵院前,きどなんぞういんまえ,kidonanzouinmae,33.61796,130.57209,008986,九州旅客鉄道
門松,かどまつ,kadomatsu,33.6205,130.49595,008983,九州旅客鉄道
桂川,けいせん,keisenn,33.58465,130.66256,009042,九州旅客鉄道
川棚,かわたな,kawatana,33.06837,129.86409,009593,九州旅客鉄道
彼杵,そのぎ,sonogi,33.03982,129.91469,009605,九州旅客鉄道
南風崎,はえのさき,haenosaki,33.08708,129.801,009584,九州旅客鉄道
岩松,いわまつ,iwamatsu,32.89057,129.98127,009667,九州旅客鉄道
小串郷,おぐしごう,ogushigou,33.06373,129.83443,009596,九州旅客鉄道
諏訪,すわ,suwa,32.92391,129.96008,009656,九州旅客鉄道
千綿,ちわた,chiwata,33.01307,129.94561,009615,九州旅客鉄道
大村,おおむら,oomura,32.91143,129.96227,009662,九州旅客鉄道
ハウステンボス,はうすてんぼす,hausutennbosu,33.09223,129.79629,009583,九州旅客鉄道
松原,まつばら,matsubara,32.97746,129.94632,009626,九州旅客鉄道
竹松,たけまつ,takematsu,32.94006,129.95303,009640,九州旅客鉄道
諫早,いさはや,isahaya,32.85161,130.0413,009695,九州旅客鉄道
九大学研都市,きゅうだいがっけんとし,kyuudaigakkenntoshi,33.578,130.25847,009062,九州旅客鉄道
波多江,はたえ,hatae,33.56376,130.22635,009108,九州旅客鉄道
今宿,いまじゅく,imajuku,33.57928,130.27418,009055,九州旅客鉄道
周船寺,すせんじ,susenji,33.57073,130.2464,009086,九州旅客鉄道
下山門,しもやまと,shimoyamato,33.58172,130.308,009051,九州旅客鉄道
姪浜,めいのはま,meinohama,33.58358,130.32507,009046,九州旅客鉄道
福吉,ふくよし,fukuyoshi,33.50165,130.08043,009247,九州旅客鉄道
美咲が丘,みさきがおか,misakigaoka,33.55017,130.18581,009177,九州旅客鉄道
上伊万里,かみいまり,kamiimari,33.27005,129.89254,009439,九州旅客鉄道
和多田,わただ,watada,33.43707,129.98066,009284,九州旅客鉄道
佐里,さり,sari,33.33765,129.97871,009368,九州旅客鉄道
虹ノ松原,にじのまつばら,nijinomatsubara,33.44099,130.01633,009282,九州旅客鉄道
桃川,もものかわ,momonokawa,33.27184,129.95667,009437,九州旅客鉄道
唐津,からつ,karatsu,33.44592,129.9687,009278,九州旅客鉄道
鹿家,しかか,shikaka,33.48441,130.04792,009260,九州旅客鉄道
東唐津,ひがしからつ,higashikaratsu,33.43949,129.99708,009283,九州旅客鉄道
加布里,かふり,kafuri,33.54382,130.17678,009196,九州旅客鉄道
大入,だいにゅう,dainyuu,33.50881,130.10559,009237,九州旅客鉄道
駒鳴,こまなき,komanaki,33.31942,129.97239,009390,九州旅客鉄道
西相知,にしおうち,nishiouchi,33.34749,129.99045,009355,九州旅客鉄道
大川野,おおかわの,ookawano,33.3074,129.97667,009399,九州旅客鉄道
筑前前原,ちくぜんまえばる,chikuzenmaebaru,33.55702,130.19918,009145,九州旅客鉄道
一貴山,いきさん,ikisan,33.53431,130.16832,009212,九州旅客鉄道
肥前久保,ひぜんくぼ,hizennkubo,33.35572,130.00015,009346,九州旅客鉄道
肥前長野,ひぜんながの,hizennagano,33.29565,129.971,009410,九州旅客鉄道
金石原,かないしはら,kanaishihara,33.26542,129.93503,009444,九州旅客鉄道
浜崎,はまさき,hamasaki,33.44689,130.03731,009276,九州旅客鉄道
筑前深江,ちくぜんふかえ,chikuzenfukae,33.51543,130.13981,009232,九州旅客鉄道
山本,やまもと,yamamoto,33.39326,129.98127,009316,九州旅客鉄道
伊万里,いまり,imari,33.27191,129.87632,009435,九州旅客鉄道
筑前垣生,ちくぜんはぶ,chikuzenhabu,33.81845,130.70238,008797,九州旅客鉄道
若松,わかまつ,wakamatsu,33.90033,130.80519,008665,九州旅客鉄道
本城,ほんじょう,honjou,33.87505,130.72299,008693,九州旅客鉄道
藤ノ木,ふじのき,fujinoki,33.8932,130.78188,008673,九州旅客鉄道
中間,なかま,nakama,33.82776,130.70936,008785,九州旅客鉄道
奥洞海,おくどうかい,okudoukai,33.88892,130.76408,008678,九州旅客鉄道
東水巻,ひがしみずまき,higashimizumaki,33.84017,130.7081,008759,九州旅客鉄道
鞍手,くらて,kurate,33.79804,130.69942,008817,九州旅客鉄道
二島,ふたじま,futajima,33.88944,130.7488,008677,九州旅客鉄道
飯塚,いいづか,iizuka,33.62847,130.68956,008973,九州旅客鉄道
勝野,かつの,katsuno,33.72834,130.716,008872,九州旅客鉄道
鯰田,なまずた,namazuta,33.66933,130.70312,008922,九州旅客鉄道
浦田,うらた,urata,33.65577,130.69931,008935,九州旅客鉄道
直方,のおがた,noogata,33.74811,130.72481,008860,九州旅客鉄道
新入,しんにゅう,shinnyuu,33.76339,130.7142,008849,九州旅客鉄道
筑前植木,ちくぜんうえき,chikuzenueki,33.77708,130.70804,008838,九州旅客鉄道
小竹,こたけ,kotake,33.69722,130.71032,008895,九州旅客鉄道
筑前内野,ちくぜんうちの,chikuzennuchino,33.53995,130.63811,009202,九州旅客鉄道
上穂波,かみほなみ,kamihonami,33.56692,130.64528,009096,九州旅客鉄道
筑前山家,ちくぜんやまえ,chikuzennyamae,33.47737,130.5741,009264,九州旅客鉄道
天道,てんとう,tenntou,33.60537,130.67786,009007,九州旅客鉄道
吉野ヶ里公園,よしのがりこうえん,yoshinogarikouen,33.32458,130.39886,009379,九州旅客鉄道
肥前麓,ひぜんふもと,hizenfumoto,33.36582,130.47752,009338,九州旅客鉄道
中原,なかばる,nakabaru,33.34629,130.44012,009359,九州旅客鉄道
伊賀屋,いがや,igaya,33.29026,130.33684,009413,九州旅客鉄道
神埼,かんざき,kanzaki,33.31596,130.37493,009393,九州旅客鉄道
久保田,くぼた,kubota,33.25569,130.22943,009453,九州旅客鉄道
佐賀,さが,saga,33.26413,130.29737,009446,九州旅客鉄道
鍋島,なべしま,nabeshima,33.25905,130.2657,009450,九州旅客鉄道
牛津,うしづ,ushizu,33.24783,130.20133,009460,九州旅客鉄道
肥前竜王,ひぜんりゅうおう,hizenryuuou,33.14659,130.12039,009565,九州旅客鉄道
肥前白石,ひぜんしろいし,hizenshiroishi,33.18693,130.1359,009540,九州旅客鉄道
長崎,ながさき,nagasaki,32.75243,129.86889,009822,九州旅客鉄道
肥前七浦,ひぜんななうら,hizennanaura,33.07087,130.14526,009592,九州旅客鉄道
肥前長田,ひぜんながた,hizennagata,32.8618,130.08005,009682,九州旅客鉄道
小長井,こながい,konagai,32.92418,130.18647,009655,九州旅客鉄道
肥前古賀,ひぜんこが,hizenkoga,32.79832,129.95152,009762,九州旅客鉄道
大草,おおくさ,ookusa,32.86018,129.93904,009685,九州旅客鉄道
高田,たかた,takata,32.81939,129.86965,009732,九州旅客鉄道
西浦上,にしうらかみ,nishiurakami,32.79026,129.85901,009780,九州旅客鉄道
西諫早,にしいさはや,nishiisahaya,32.83964,130.02133,009708,九州旅客鉄道
長与,ながよ,nagayo,32.81892,129.87952,009735,九州旅客鉄道
東諫早,ひがしいさはや,higashiisahaya,32.8528,130.06161,009693,九州旅客鉄道
喜々津,ききず,kikizu,32.83271,129.98649,009717,九州旅客鉄道
道ノ尾,みちのお,michinoo,32.8042,129.85301,009749,九州旅客鉄道
多良,たら,tara,33.02521,130.17611,009611,九州旅客鉄道
東園,ひがしその,higashisono,32.84698,129.96246,009701,九州旅客鉄道
肥前飯田,ひぜんいいだ,hizeniida,33.0557,130.15879,009599,九州旅客鉄道
湯江,ゆえ,yue,32.90484,130.14068,009663,九州旅客鉄道
長里,ながさと,nagasato,32.9153,130.16551,009659,九州旅客鉄道
肥前浜,ひぜんはま,hizenhama,33.09541,130.11679,009582,九州旅客鉄道
肥前鹿島,ひぜんかしま,hizenkashima,33.1134,130.09805,009575,九州旅客鉄道
小江,おえ,oe,32.8913,130.11224,009666,九州旅客鉄道
本川内,ほんかわち,honnkawachi,32.83188,129.89996,009718,九州旅客鉄道
肥前大浦,ひぜんおおうら,hizenooura,32.97507,130.20727,009627,九州旅客鉄道
浦上,うらかみ,urakami,32.76545,129.86329,009813,九州旅客鉄道
市布,いちぬの,ichinuno,32.81914,129.96616,009734,九州旅客鉄道
現川,うつつがわ,utsutsugawa,32.79113,129.92637,009776,九州旅客鉄道
鬼塚,おにづか,onizuka,33.42111,129.98711,009295,九州旅客鉄道
相知,おうち,ouchi,33.34695,130.01974,009358,九州旅客鉄道
岩屋,いわや,iwaya,33.33081,130.0385,009372,九州旅客鉄道
多久,たく,taku,33.28838,130.09628,009415,九州旅客鉄道
小城,おぎ,ogi,33.2855,130.19907,009418,九州旅客鉄道
中多久,なかたく,nakataku,33.28333,130.11229,009422,九州旅客鉄道
厳木,きゅうらぎ,kyuuragi,33.3234,130.0603,009380,九州旅客鉄道
西唐津,にしからつ,nishikaratsu,33.46149,129.95788,009270,九州旅客鉄道
東多久,ひがしたく,higashitaku,33.28541,130.14317,009419,九州旅客鉄道
本牟田部,ほんむたべ,honmutabe,33.37212,129.99669,009330,九州旅客鉄道
城野,じょうの,jouno,33.85805,130.88637,008713,九州旅客鉄道
志井,しい,shii,33.80388,130.87481,008811,九州旅客鉄道
志井公園,しいこうえん,shiikouen,33.81827,130.87973,008798,九州旅客鉄道
石田,いしだ,ishida,33.83219,130.88915,008778,九州旅客鉄道
宝珠山,ほうしゅやま,houshuyama,33.37885,130.87947,009326,九州旅客鉄道
採銅所,さいどうしょ,saidousho,33.70735,130.85314,008889,九州旅客鉄道
池尻,いけじり,ikejiri,33.61301,130.80581,008995,九州旅客鉄道
大鶴,おおつる,ootsuru,33.36698,130.88548,009336,九州旅客鉄道
西添田,にしぞいつくね,nishizoitsukune,33.57338,130.84715,009083,九州旅客鉄道
添田,そえだ,soeda,33.56732,130.85652,009091,九州旅客鉄道
呼野,よぶの,yobuno,33.75505,130.86194,008856,九州旅客鉄道
一本松,いっぽんまつ,ipponnmatsu,33.65601,130.83551,008934,九州旅客鉄道
豊前川崎,ぶぜんかわさき,buzenkawasaki,33.59675,130.82212,009017,九州旅客鉄道
香春,かわら,kawara,33.66594,130.8469,008924,九州旅客鉄道
今山,いまやま,imayama,33.34515,130.87694,009361,九州旅客鉄道
石原町,いしはらまち,ishiharamachi,33.78467,130.86601,008831,九州旅客鉄道
豊前桝田,ぶぜんますだ,buzennmasuda,33.5358,130.86224,009209,九州旅客鉄道
筑前岩屋,ちくぜんいわや,chikuzenniwaya,33.43078,130.88156,009287,九州旅客鉄道
彦山,ひこさん,hikosan,33.50073,130.86904,009249,九州旅客鉄道
大行司,だいぎょうじ,daigyouji,33.3969,130.87474,009314,九州旅客鉄道
田川伊田,たがわいた,tagawaita,33.64216,130.81786,008959,九州旅客鉄道
南宮崎,みなみみやざき,minamimiyazaki,31.89529,131.42286,009960,九州旅客鉄道
日向北方,ひゅうがきたかた,hyuugakitakata,31.48305,131.24311,010089,九州旅客鉄道
福島今町,ふくしまいままち,fukushimaimamachi,31.45686,131.20339,010095,九州旅客鉄道
伊比井,いびい,ibii,31.71106,131.45614,010018,九州旅客鉄道
大堂津,おおどうつ,oodoutsu,31.55691,131.38211,010072,九州旅客鉄道
北郷,きたごう,kitagou,31.67836,131.37389,010022,九州旅客鉄道
内之田,うちのだ,uchinoda,31.64249,131.37257,010026,九州旅客鉄道
子供の国,こどものくに,kodomonokuni,31.80737,131.45697,009988,九州旅客鉄道
谷之口,たにのくち,taninokuchi,31.53339,131.34463,010083,九州旅客鉄道
小内海,こうちうみ,kouchiumi,31.73799,131.46606,010007,九州旅客鉄道
南方,みなみかた,minamikata,31.85945,131.43453,009970,九州旅客鉄道
青島,あおしま,aoshima,31.79953,131.46702,009989,九州旅客鉄道
大隅夏井,おおすみなつい,oosuminatsui,31.46977,131.13642,010092,九州旅客鉄道
油津,あぶらつ,aburatsu,31.58687,131.39604,010044,九州旅客鉄道
折生迫,おりゅうざこ,oryuuzako,31.7894,131.46748,009992,九州旅客鉄道
木花,きばな,kibana,31.83111,131.43704,009977,九州旅客鉄道
南郷,なんごう,nanngou,31.53592,131.3721,010080,九州旅客鉄道
榎原,よわら,yowara,31.53469,131.30655,010082,九州旅客鉄道
曽山寺,そさんじ,sosannji,31.81336,131.44835,009987,九州旅客鉄道
飫肥,おび,obi,31.62722,131.36166,010028,九州旅客鉄道
日向大束,ひゅうがおおつか,hyuugaootsuka,31.51061,131.24873,010087,九州旅客鉄道
日南,にちなん,nichinan,31.60303,131.38124,010030,九州旅客鉄道
串間,くしま,kushima,31.46281,131.23065,010093,九州旅客鉄道
内海,うちうみ,uchiumi,31.75851,131.46741,010000,九州旅客鉄道
運動公園,うんどうこうえん,undoukouen,31.81969,131.44249,009980,九州旅客鉄道
志布志,しぶし,shibushi,31.47314,131.09853,010091,九州旅客鉄道
福島高松,ふくしまたかまつ,fukushimatakamatsu,31.45854,131.17831,010094,九州旅客鉄道
坂ノ市,さかのいち,sakanoichi,33.23671,131.7515,009475,九州旅客鉄道
臼杵,うすき,usuki,33.11857,131.80765,009574,九州旅客鉄道
大在,おおざい,oozai,33.24391,131.72053,009466,九州旅客鉄道
佐志生,さしう,sashiu,33.17494,131.81771,009550,九州旅客鉄道
熊崎,くまさき,kumasaki,33.13562,131.78767,009567,九州旅客鉄道
幸崎,こうざき,kouzaki,33.2337,131.79525,009478,九州旅客鉄道
下ノ江,したのえ,shitanoe,33.15868,131.81111,009559,九州旅客鉄道
下曽根,しもそね,shimosone,33.83214,130.93493,008779,九州旅客鉄道
南小倉,みなみこくら,minamikokura,33.8701,130.8648,008698,九州旅客鉄道
朽網,くさみ,kusami,33.80768,130.9548,008809,九州旅客鉄道
安部山公園,あべやまこうえん,abeyamakouen,33.84401,130.90444,008750,九州旅客鉄道
暘谷,ようこく,youkoku,33.37016,131.53063,009332,九州旅客鉄道
高城,たかじょう,takajou,33.24285,131.65572,009467,九州旅客鉄道
東中津,ひがしなかつ,higashinakatsu,33.58772,131.23898,009039,九州旅客鉄道
宇島,うのしま,unoshima,33.62129,131.12648,008981,九州旅客鉄道
豊前松江,ぶぜんしょうえ,buzennshoue,33.62245,131.09537,008977,九州旅客鉄道
新田原,しんでんばる,shinndennbaru,33.69513,131.00834,008898,九州旅客鉄道
大神,おおが,ooga,33.38361,131.57541,009323,九州旅客鉄道
西屋敷,にしやしき,nishiyashiki,33.50443,131.42955,009241,九州旅客鉄道
苅田,かんだ,kanda,33.78513,130.97872,008830,九州旅客鉄道
築城,ついき,tsuiki,33.67309,131.03797,008917,九州旅客鉄道
日出,ひじ,hiji,33.36898,131.54311,009334,九州旅客鉄道
牧,まき,maki,33.23713,131.63785,009473,九州旅客鉄道
豊前善光寺,ぶぜんぜんこうじ,buzennzennkouji,33.56644,131.32299,009099,九州旅客鉄道
天津,あまつ,amatsu,33.56464,131.29301,009105,九州旅客鉄道
中津,なかつ,nakatsu,33.5992,131.19093,009013,九州旅客鉄道
別府,べっぷ,beppu,33.27947,131.50026,009428,九州旅客鉄道
椎田,しいだ,shiida,33.65344,131.05791,008938,九州旅客鉄道
西大分,にしおおいた,nishiooita,33.24465,131.58315,009465,九州旅客鉄道
南行橋,みなみゆくはし,minamiyukuhashi,33.71631,130.98121,008881,九州旅客鉄道
三毛門,みけかど,mikekado,33.61437,131.15715,008992,九州旅客鉄道
豊前長洲,ぶぜんながす,buzennnagasu,33.56464,131.38324,009104,九州旅客鉄道
亀川,かめがわ,kamegawa,33.33069,131.49301,009373,九州旅客鉄道
別府大学,べっぷだいがく,beppudaigaku,33.31327,131.49936,009395,九州旅客鉄道
杵築,きつき,kitsuki,33.41101,131.57568,009303,九州旅客鉄道
吉富,よしとみ,yoshitomi,33.60492,131.17352,009008,九州旅客鉄道
立石,たていし,tateishi,33.48199,131.47718,009262,九州旅客鉄道
小波瀬西工大前,おばせにしこうだいまえ,obasenishikoudaimae,33.75287,130.97182,008858,九州旅客鉄道
東別府,ひがしべっぷ,higashibeppu,33.26775,131.51053,009440,九州旅客鉄道
中山香,なかやまが,nakayamaga,33.44869,131.50574,009275,九州旅客鉄道
豊後豊岡,ぶんごとよおか,bunngotoyooka,33.36196,131.50141,009341,九州旅客鉄道
宇佐,うさ,usa,33.53145,131.41231,009217,九州旅客鉄道
行橋,ゆくはし,yukuhashi,33.72875,130.97026,008870,九州旅客鉄道
鶴崎,つるさき,tsurusaki,33.24282,131.68693,009468,九州旅客鉄道
今津,いまづ,imazu,33.57199,131.26786,009085,九州旅客鉄道
柳ヶ浦,やなぎがうら,yanagigaura,33.56503,131.3627,009103,九州旅客鉄道
高鍋,たかなべ,takanabe,32.12266,131.53394,009926,九州旅客鉄道
日向新富,ひゅうがしんとみ,hyuugashintomi,32.07231,131.5016,009933,九州旅客鉄道
美々津,みみつ,mimitsu,32.32592,131.60231,009893,九州旅客鉄道
市棚,いちたな,ichitana,32.7283,131.71024,009847,九州旅客鉄道
上岡,かみおか,kamioka,32.95626,131.8616,009635,九州旅客鉄道
狩生,かりう,kariu,33.01537,131.90482,009613,九州旅客鉄道
宗太郎,そうたろう,soutarou,32.78634,131.70667,009791,九州旅客鉄道
北延岡,きたのべおか,kitanobeoka,32.63087,131.69018,009860,九州旅客鉄道
財光寺,ざいこうじ,zaikouji,32.40585,131.62763,009883,九州旅客鉄道
佐土原,さどわら,sadowara,32.02253,131.47742,009943,九州旅客鉄道
東都農,ひがしつの,higashitsuno,32.29025,131.58204,009896,九州旅客鉄道
宮崎神宮,みやざきじんぐう,miyazakijinguu,31.93869,131.43064,009954,九州旅客鉄道
門川,かどがわ,kadogawa,32.47754,131.65411,009875,九州旅客鉄道
宮崎,みやざき,miyazaki,31.91582,131.43201,009957,九州旅客鉄道
南日向,みなみひゅうが,minamihyuuga,32.36992,131.62781,009887,九州旅客鉄道
直川,なおかわ,naokawa,32.89867,131.77952,009665,九州旅客鉄道
重岡,しげおか,shigeoka,32.84031,131.7156,009707,九州旅客鉄道
旭ヶ丘,あさひがおか,asahigaoka,32.52847,131.68134,009868,九州旅客鉄道
津久見,つくみ,tsukumi,33.07289,131.86372,009589,九州旅客鉄道
日代,ひしろ,hishiro,33.06613,131.91869,009594,九州旅客鉄道
日向住吉,ひゅうがすみよし,hyuugasumiyoshi,31.99105,131.45788,009947,九州旅客鉄道
日向長井,ひゅうがながい,hyuuganagai,32.66423,131.70014,009856,九州旅客鉄道
海崎,かいざき,kaizaki,32.99608,131.88793,009618,九州旅客鉄道
佐伯,さいき,saiki,32.97265,131.90182,009629,九州旅客鉄道
都農,つの,tsuno,32.25108,131.56846,009904,九州旅客鉄道
浅海井,あざむい,azamui,33.04357,131.91921,009602,九州旅客鉄道
南延岡,みなみのべおか,minaminobeoka,32.55964,131.67689,009866,九州旅客鉄道
蓮ヶ池,はすがいけ,hasugaike,31.96008,131.44273,009950,九州旅客鉄道
上臼杵,かみうすき,kamiusuki,33.1125,131.79296,009576,九州旅客鉄道
川南,かわみなみ,kawaminami,32.19236,131.55331,009923,九州旅客鉄道
土々呂,ととろ,totoro,32.50783,131.67513,009871,九州旅客鉄道
直見,なおみ,naomi,32.92821,131.80775,009651,九州旅客鉄道
北川,きたがわ,kitagawa,32.69043,131.69766,009854,九州旅客鉄道
延岡,のべおか,nobeoka,32.58996,131.67253,009864,九州旅客鉄道
日向市,ひゅうがし,hyuugashi,32.42592,131.62783,009880,九州旅客鉄道
国分,こくぶ,kokubu,31.74382,130.76361,010005,九州旅客鉄道
北永野田,きたながのだ,kitanaganoda,31.78208,130.87456,009995,九州旅客鉄道
財部,たからべ,takarabe,31.72878,130.99153,010012,九州旅客鉄道
姶良,あいら,aira,31.71525,130.62324,010017,九州旅客鉄道
餅原,もちばる,mochibaru,31.75703,131.13267,010001,九州旅客鉄道
重富,しげとみ,shigetomi,31.70279,130.61414,010020,九州旅客鉄道
五十市,いそいち,isoichi,31.71848,131.03391,010016,九州旅客鉄道
清武,きよたけ,kiyotake,31.8589,131.3889,009971,九州旅客鉄道
北俣,きたまた,kitamata,31.74498,130.96003,010002,九州旅客鉄道
加治木,かじき,kajiki,31.73925,130.67068,010006,九州旅客鉄道
霧島神宮,きりしまじんぐう,kirishimajinguu,31.8182,130.83699,009981,九州旅客鉄道
青井岳,あおいだけ,aoidake,31.82787,131.2181,009978,九州旅客鉄道
西都城,にしみやこのじょう,nishimiyakonojou,31.72333,131.057,010014,九州旅客鉄道
田野,たの,tano,31.83839,131.30428,009975,九州旅客鉄道
隼人,はやと,hayato,31.74377,130.74021,010003,九州旅客鉄道
加納,かのう,kanou,31.87627,131.40653,009966,九州旅客鉄道
山之口,やまのくち,yamanokuchi,31.78255,131.15281,009994,九州旅客鉄道
大隅大川原,おおすみおおかわら,oosumiookawara,31.77279,130.92428,009996,九州旅客鉄道
竜ヶ水,りゅうがみず,ryuugamizu,31.64744,130.60418,010025,九州旅客鉄道
錦江,きんこう,kinkou,31.73688,130.6533,010008,九州旅客鉄道
三股,みまた,mimata,31.73376,131.11945,010011,九州旅客鉄道
帖佐,ちょうさ,chousa,31.72696,130.63281,010013,九州旅客鉄道
日向沓掛,ひゅうがくつか,hyuugakutsuka,31.8415,131.34436,009973,九州旅客鉄道
植村,うえむら,uemura,31.89004,130.7242,009963,九州旅客鉄道
吉尾,よしお,yoshio,32.33084,130.60031,009891,九州旅客鉄道
球泉洞,きゅうせんどう,kyuusendou,32.26796,130.60817,009901,九州旅客鉄道
葉木,はき,haki,32.41035,130.64541,009882,九州旅客鉄道
真幸,まさき,masaki,32.07453,130.72911,009932,九州旅客鉄道
海路,かいじ,kaiji,32.34939,130.61924,009890,九州旅客鉄道
白石,しろいし,shiroishi,32.30574,130.60836,009894,九州旅客鉄道
人吉,ひとよし,hitoyoshi,32.21614,130.75382,009915,九州旅客鉄道
大隅横川,おおすみよこがわ,oosumiyokogawa,31.90622,130.70293,009959,九州旅客鉄道
大畑,おこば,okoba,32.16497,130.78781,009925,九州旅客鉄道
段,だん,dan,32.46818,130.64577,009877,九州旅客鉄道
矢岳,やたけ,yatake,32.10427,130.76982,009928,九州旅客鉄道
坂本,さかもと,sakamoto,32.43513,130.65796,009879,九州旅客鉄道
栗野,くりの,kurino,31.95051,130.72335,009952,九州旅客鉄道
瀬戸石,せといし,setoishi,32.37157,130.64609,009886,九州旅客鉄道
鎌瀬,かませ,kamase,32.39105,130.65462,009885,九州旅客鉄道
西人吉,にしひとよし,nishihitoyoshi,32.22843,130.72588,009912,九州旅客鉄道
那良口,ならぐち,naraguchi,32.24365,130.66746,009907,九州旅客鉄道
渡,わたり,watari,32.23668,130.69484,009908,九州旅客鉄道
一勝地,いっしょうち,isshouchi,32.25022,130.6525,009905,九州旅客鉄道
中福良,なかふくら,nakafukura,31.8139,130.73303,009983,九州旅客鉄道
霧島温泉,きりしまおんせん,kirishimaonsen,31.86815,130.73437,009969,九州旅客鉄道
表木山,ひょうきやま,hyoukiyama,31.79609,130.74518,009990,九州旅客鉄道
嘉例川,かれいがわ,kareigawa,31.8269,130.7229,009979,九州旅客鉄道
日当山,ひなたやま,hinatayama,31.76353,130.74974,009998,九州旅客鉄道
敷戸,しきど,shikido,33.18811,131.61513,009534,九州旅客鉄道
中判田,なかはんだ,nakahanda,33.16376,131.6387,009555,九州旅客鉄道
竹中,たけなか,takenaka,33.12129,131.64947,009573,九州旅客鉄道
大分大学前,おおいただいがくまえ,ooitadaigakumae,33.17679,131.61941,009548,九州旅客鉄道
滝尾,たきお,takio,33.2094,131.62312,009506,九州旅客鉄道
犬飼,いぬかい,inukai,33.07796,131.63664,009587,九州旅客鉄道
赤水,あかみず,akamizu,32.91315,130.99288,009661,九州旅客鉄道
豊後荻,ぶんごおぎ,bungoogi,32.92692,131.29762,009653,九州旅客鉄道
阿蘇,あそ,aso,32.93743,131.08011,009642,九州旅客鉄道
市ノ川,いちのかわ,ichinokawa,32.92807,131.00761,009652,九州旅客鉄道
いこいの村,いこいのむら,ikoinomura,32.93656,131.09443,009644,九州旅客鉄道
滝水,たきみず,takimizu,32.9333,131.24284,009647,九州旅客鉄道
内牧,うちのまき,uchinomaki,32.94214,131.04376,009639,九州旅客鉄道
瀬田,せた,seta,32.8726,130.91392,009676,九州旅客鉄道
宮地,みやじ,miyaji,32.93704,131.11807,009643,九州旅客鉄道
玉来,たまらい,tamarai,32.94776,131.37604,009637,九州旅客鉄道
立野,たての,tateno,32.87763,130.96514,009672,九州旅客鉄道
三重町,みえまち,miemachi,32.98365,131.58395,009623,九州旅客鉄道
波野,なみの,namino,32.9385,131.19526,009641,九州旅客鉄道
肥後大津,ひごおおづ,higooodu,32.87749,130.86631,009674,九州旅客鉄道
豊後竹田,ぶんごたけた,bungotaketa,32.97094,131.38983,009631,九州旅客鉄道
原水,はらみず,haramizu,32.87064,130.82906,009679,九州旅客鉄道
朝地,あさじ,asaji,33.00426,131.43222,009617,九州旅客鉄道
緒方,おがた,ogata,32.97106,131.47676,009630,九州旅客鉄道
菅尾,すがお,sugao,33.01442,131.61668,009614,九州旅客鉄道
豊後清川,ぶんごきよかわ,bungokiyokawa,32.97284,131.52215,009628,九州旅客鉄道
水前寺,すいぜんじ,suizenji,32.79688,130.72974,009765,九州旅客鉄道
武蔵塚,むさしづか,musashizuka,32.85001,130.7703,009698,九州旅客鉄道
平成,へいせい,heisei,32.78152,130.70343,009801,九州旅客鉄道
東海学園前,とうかいがくえんまえ,toukaigakuenmae,32.81128,130.74266,009745,九州旅客鉄道
南熊本,みなみくまもと,minamikumamoto,32.78512,130.71178,009793,九州旅客鉄道
新水前寺,しんすいぜんじ,shinsuizenji,32.79331,130.72586,009770,九州旅客鉄道
竜田口,たつたぐち,tatsutaguchi,32.8205,130.74701,009731,九州旅客鉄道
三里木,さんりぎ,sannrigi,32.8617,130.79645,009683,九州旅客鉄道
光の森,ひかりのもり,hikarinomori,32.85742,130.78604,009688,九州旅客鉄道
河原町,かわはらちょう,kawaharachou,32.79489,130.70085,009768,熊本市
水道町,すいどうちょう,suidouchou,32.80237,130.71253,009753,熊本市
